product_id,reference_name,type,locale,lang_code,display_name,description
com.ol1n.duolingocards.deck.animals_farm,Deck Livestock Animals,Non-Consumable,Vietnamese,vi,Động vật chăn nuôi,50 thẻ có hình trong 17 ngôn ngữ.
com.ol1n.duolingocards.deck.animals_farm,Deck Livestock Animals,Non-Consumable,Chinese (Simplified),zh-CN,经济动物,17种语言的50张图片卡片。
com.ol1n.duolingocards.deck.animals_farm,Deck Livestock Animals,Non-Consumable,Greek,el,Ζώα φάρμας,50 εικονογραφημένες κάρτες σε 17 γλώσσες.
com.ol1n.duolingocards.deck.animals_insects,Deck Insects,Non-Consumable,English (U.S.),en,Insects,50 illustrated cards in 17 languages.
com.ol1n.duolingocards.deck.animals_insects,Deck Insects,Non-Consumable,Czech,cs,Hmyz,50 ilustrovaných karet v 17 jazycích.
com.ol1n.duolingocards.deck.animals_insects,Deck Insects,Non-Consumable,German,de,Insekten,50 illustrierte Karten in 17 Sprachen.
com.ol1n.duolingocards.deck.animals_insects,Deck Insects,Non-Consumable,French,fr,Insectes,50 cartes illustrées en 17 langues.
com.ol1n.duolingocards.deck.animals_insects,Deck Insects,Non-Consumable,Spanish (Mexico),es-419,Insectos,50 tarjetas ilustradas en 17 idiomas.
com.ol1n.duolingocards.deck.animals_insects,Deck Insects,Non-Consumable,Portuguese (Brazil),pt-BR,Insetos,50 cartões ilustrados em 17 idiomas.
com.ol1n.duolingocards.deck.animals_insects,Deck Insects,Non-Consumable,Russian,ru,Насекомые,50 карточек с картинками на 17 языках.
com.ol1n.duolingocards.deck.animals_insects,Deck Insects,Non-Consumable,Turkish,tr,Böcekler,17 dilde 50 resimli kart.
com.ol1n.duolingocards.deck.animals_insects,Deck Insects,Non-Consumable,Arabic,ar,الحشرات,50 بطاقة مصورة بـ17 لغة.
com.ol1n.duolingocards.deck.animals_insects,Deck Insects,Non-Consumable,Hebrew,he,חרקים,50 כרטיסים מאוירים ב-17 שפות.
com.ol1n.duolingocards.deck.animals_insects,Deck Insects,Non-Consumable,Hindi,hi,कीट,17 भाषाओं में 50 सचित्र कार्ड।
com.ol1n.duolingocards.deck.animals_insects,Deck Insects,Non-Consumable,Indonesian,id,Serangga,50 kartu bergambar dalam 17 bahasa.
com.ol1n.duolingocards.deck.animals_insects,Deck Insects,Non-Consumable,Japanese,ja,昆虫,17言語・イラスト付き50枚のカード。
com.ol1n.duolingocards.deck.animals_insects,Deck Insects,Non-Consumable,Korean,ko,곤충,17개 언어로 된 그림 카드 50장.
com.ol1n.duolingocards.deck.animals_insects,Deck Insects,Non-Consumable,Vietnamese,vi,Côn trùng,50 thẻ có hình trong 17 ngôn ngữ.
com.ol1n.duolingocards.deck.animals_insects,Deck Insects,Non-Consumable,Chinese (Simplified),zh-CN,昆虫,17种语言的50张图片卡片。
com.ol1n.duolingocards.deck.animals_insects,Deck Insects,Non-Consumable,Greek,el,Έντομα,50 εικονογραφημένες κάρτες σε 17 γλώσσες.
com.ol1n.duolingocards.deck.animals_reptiles,Deck Reptiles and Amphibians,Non-Consumable,English (U.S.),en,Reptiles and Amphibians,50 illustrated cards in 17 languages.
com.ol1n.duolingocards.deck.animals_reptiles,Deck Reptiles and Amphibians,Non-Consumable,Czech,cs,Plazi a obojživelníci,50 ilustrovaných karet v 17 jazycích.
com.ol1n.duolingocards.deck.animals_reptiles,Deck Reptiles and Amphibians,Non-Consumable,German,de,Reptilien und Amphibien,50 illustrierte Karten in 17 Sprachen.
com.ol1n.duolingocards.deck.animals_reptiles,Deck Reptiles and Amphibians,Non-Consumable,French,fr,Reptiles et amphibiens,50 cartes illustrées en 17 langues.
com.ol1n.duolingocards.deck.animals_reptiles,Deck Reptiles and Amphibians,Non-Consumable,Spanish (Mexico),es-419,Reptiles y anfibios,50 tarjetas ilustradas en 17 idiomas.
com.ol1n.duolingocards.deck.animals_reptiles,Deck Reptiles and Amphibians,Non-Consumable,Portuguese (Brazil),pt-BR,Répteis e anfíbios,50 cartões ilustrados em 17 idiomas.
com.ol1n.duolingocards.deck.animals_reptiles,Deck Reptiles and Amphibians,Non-Consumable,Russian,ru,Рептилии и амфибии,50 карточек с картинками на 17 языках.
com.ol1n.duolingocards.deck.animals_reptiles,Deck Reptiles and Amphibians,Non-Consumable,Turkish,tr,Sürüngenler ve amfibiler,17 dilde 50 resimli kart.
com.ol1n.duolingocards.deck.animals_reptiles,Deck Reptiles and Amphibians,Non-Consumable,Arabic,ar,الزواحف والبرمائيات,50 بطاقة مصورة بـ17 لغة.
com.ol1n.duolingocards.deck.animals_reptiles,Deck Reptiles and Amphibians,Non-Consumable,Hebrew,he,זוחלים ודו-חיים,50 כרטיסים מאוירים ב-17 שפות.
com.ol1n.duolingocards.deck.animals_reptiles,Deck Reptiles and Amphibians,Non-Consumable,Hindi,hi,सरीसृप और उभयचर,17 भाषाओं में 50 सचित्र कार्ड।
com.ol1n.duolingocards.deck.animals_reptiles,Deck Reptiles and Amphibians,Non-Consumable,Indonesian,id,Reptil dan amfibi,50 kartu bergambar dalam 17 bahasa.
com.ol1n.duolingocards.deck.animals_reptiles,Deck Reptiles and Amphibians,Non-Consumable,Japanese,ja,爬虫類と両生類,17言語・イラスト付き50枚のカード。
com.ol1n.duolingocards.deck.animals_reptiles,Deck Reptiles and Amphibians,Non-Consumable,Korean,ko,파충류와 양서류,17개 언어로 된 그림 카드 50장.
com.ol1n.duolingocards.deck.animals_reptiles,Deck Reptiles and Amphibians,Non-Consumable,Vietnamese,vi,Bò sát và lưỡng cư,50 thẻ có hình trong 17 ngôn ngữ.
com.ol1n.duolingocards.deck.animals_reptiles,Deck Reptiles and Amphibians,Non-Consumable,Chinese (Simplified),zh-CN,爬行动物和两栖动物,17种语言的50张图片卡片。
com.ol1n.duolingocards.deck.animals_reptiles,Deck Reptiles and Amphibians,Non-Consumable,Greek,el,Ερπετά και αμφίβια,50 εικονογραφημένες κάρτες σε 17 γλώσσες.
com.ol1n.duolingocards.deck.animals_sea,Deck Marine Animals,Non-Consumable,English (U.S.),en,Marine Animals,50 illustrated cards in 17 languages.
com.ol1n.duolingocards.deck.animals_sea,Deck Marine Animals,Non-Consumable,Czech,cs,Mořská zvířata,50 ilustrovaných karet v 17 jazycích.
com.ol1n.duolingocards.deck.animals_sea,Deck Marine Animals,Non-Consumable,German,de,Meeresgetier,50 illustrierte Karten in 17 Sprachen.
com.ol1n.duolingocards.deck.animals_sea,Deck Marine Animals,Non-Consumable,French,fr,Animaux marins,50 cartes illustrées en 17 langues.
com.ol1n.duolingocards.deck.animals_sea,Deck Marine Animals,Non-Consumable,Spanish (Mexico),es-419,Animales marinos,50 tarjetas ilustradas en 17 idiomas.
com.ol1n.duolingocards.deck.animals_sea,Deck Marine Animals,Non-Consumable,Portuguese (Brazil),pt-BR,Animais Marinhos,50 cartões ilustrados em 17 idiomas.
com.ol1n.duolingocards.deck.animals_sea,Deck Marine Animals,Non-Consumable,Russian,ru,Морские животные,50 карточек с картинками на 17 языках.
com.ol1n.duolingocards.deck.animals_sea,Deck Marine Animals,Non-Consumable,Turkish,tr,Deniz Hayvanları,17 dilde 50 resimli kart.
com.ol1n.duolingocards.deck.animals_sea,Deck Marine Animals,Non-Consumable,Arabic,ar,الحيوانات البحرية,50 بطاقة مصورة بـ17 لغة.
com.ol1n.duolingocards.deck.animals_sea,Deck Marine Animals,Non-Consumable,Hebrew,he,สัตว์ในทะเล,50 כרטיסים מאוירים ב-17 שפות.
com.ol1n.duolingocards.deck.animals_sea,Deck Marine Animals,Non-Consumable,Hindi,hi,समुद्री जानवर,17 भाषाओं में 50 सचित्र कार्ड।
com.ol1n.duolingocards.deck.animals_sea,Deck Marine Animals,Non-Consumable,Indonesian,id,Hewan Laut,50 kartu bergambar dalam 17 bahasa.
com.ol1n.duolingocards.deck.animals_sea,Deck Marine Animals,Non-Consumable,Japanese,ja,海洋動物,17言語・イラスト付き50枚のカード。
com.ol1n.duolingocards.deck.animals_sea,Deck Marine Animals,Non-Consumable,Korean,ko,해양 동물,17개 언어로 된 그림 카드 50장.
com.ol1n.duolingocards.deck.animals_sea,Deck Marine Animals,Non-Consumable,Vietnamese,vi,Động vật biển,50 thẻ có hình trong 17 ngôn ngữ.
com.ol1n.duolingocards.deck.animals_sea,Deck Marine Animals,Non-Consumable,Chinese (Simplified),zh-CN,海洋动物,17种语言的50张图片卡片。
com.ol1n.duolingocards.deck.animals_sea,Deck Marine Animals,Non-Consumable,Greek,el,Θαλάσσια ζώα,50 εικονογραφημένες κάρτες σε 17 γλώσσες.
com.ol1n.duolingocards.deck.animals_wild,Deck Wild animals,Non-Consumable,English (U.S.),en,Wild animals,50 illustrated cards in 17 languages.
com.ol1n.duolingocards.deck.animals_wild,Deck Wild animals,Non-Consumable,Czech,cs,Divoká zvířata,50 ilustrovaných karet v 17 jazycích.
com.ol1n.duolingocards.deck.animals_wild,Deck Wild animals,Non-Consumable,German,de,Wildtiere,50 illustrierte Karten in 17 Sprachen.
com.ol1n.duolingocards.deck.animals_wild,Deck Wild animals,Non-Consumable,French,fr,Animaux sauvages,50 cartes illustrées en 17 langues.
com.ol1n.duolingocards.deck.animals_wild,Deck Wild animals,Non-Consumable,Spanish (Mexico),es-419,Animales salvajes,50 tarjetas ilustradas en 17 idiomas.
com.ol1n.duolingocards.deck.animals_wild,Deck Wild animals,Non-Consumable,Portuguese (Brazil),pt-BR,Animais Selvagens,50 cartões ilustrados em 17 idiomas.
com.ol1n.duolingocards.deck.animals_wild,Deck Wild animals,Non-Consumable,Russian,ru,Дикие животные,50 карточек с картинками на 17 языках.
com.ol1n.duolingocards.deck.animals_wild,Deck Wild animals,Non-Consumable,Turkish,tr,Yaban Hayvanları,17 dilde 50 resimli kart.
com.ol1n.duolingocards.deck.animals_wild,Deck Wild animals,Non-Consumable,Arabic,ar,الحيوانات البرية,50 بطاقة مصورة بـ17 لغة.
com.ol1n.duolingocards.deck.animals_wild,Deck Wild animals,Non-Consumable,Hebrew,he,חיות יער מזדחלות,50 כרטיסים מאוירים ב-17 שפות.
com.ol1n.duolingocards.deck.animals_wild,Deck Wild animals,Non-Consumable,Hindi,hi,विलग जानवर,17 भाषाओं में 50 सचित्र कार्ड।
com.ol1n.duolingocards.deck.animals_wild,Deck Wild animals,Non-Consumable,Indonesian,id,Hewan Liar,50 kartu bergambar dalam 17 bahasa.
com.ol1n.duolingocards.deck.animals_wild,Deck Wild animals,Non-Consumable,Japanese,ja,野生動物,17言語・イラスト付き50枚のカード。
com.ol1n.duolingocards.deck.animals_wild,Deck Wild animals,Non-Consumable,Korean,ko,야생 동물,17개 언어로 된 그림 카드 50장.
com.ol1n.duolingocards.deck.animals_wild,Deck Wild animals,Non-Consumable,Vietnamese,vi,Động vật hoang dã,50 thẻ có hình trong 17 ngôn ngữ.
com.ol1n.duolingocards.deck.animals_wild,Deck Wild animals,Non-Consumable,Chinese (Simplified),zh-CN,野生动物,17种语言的50张图片卡片。
com.ol1n.duolingocards.deck.animals_wild,Deck Wild animals,Non-Consumable,Greek,el,Άγρια ζώα,50 εικονογραφημένες κάρτες σε 17 γλώσσες.
com.ol1n.duolingocards.deck.body_parts,Deck Parts of the Body,Non-Consumable,English (U.S.),en,Parts of the Body,50 illustrated cards in 17 languages.
com.ol1n.duolingocards.deck.body_parts,Deck Parts of the Body,Non-Consumable,Czech,cs,Části těla,50 ilustrovaných karet v 17 jazycích.
com.ol1n.duolingocards.deck.body_parts,Deck Parts of the Body,Non-Consumable,German,de,Körperstellen,50 illustrierte Karten in 17 Sprachen.
com.ol1n.duolingocards.deck.body_parts,Deck Parts of the Body,Non-Consumable,French,fr,Parties du corps,50 cartes illustrées en 17 langues.
com.ol1n.duolingocards.deck.body_parts,Deck Parts of the Body,Non-Consumable,Spanish (Mexico),es-419,Partes del cuerpo,50 tarjetas ilustradas en 17 idiomas.
com.ol1n.duolingocards.deck.body_parts,Deck Parts of the Body,Non-Consumable,Portuguese (Brazil),pt-BR,Partes do corpo,50 cartões ilustrados em 17 idiomas.
com.ol1n.duolingocards.deck.body_parts,Deck Parts of the Body,Non-Consumable,Russian,ru,Части тела,50 карточек с картинками на 17 языках.
com.ol1n.duolingocards.deck.body_parts,Deck Parts of the Body,Non-Consumable,Turkish,tr,Vücut Bölümleri,17 dilde 50 resimli kart.
com.ol1n.duolingocards.deck.body_parts,Deck Parts of the Body,Non-Consumable,Arabic,ar,أجزاء الجسد,50 بطاقة مصورة بـ17 لغة.
com.ol1n.duolingocards.deck.body_parts,Deck Parts of the Body,Non-Consumable,Hebrew,he,חלקים בגוף האדם,50 כרטיסים מאוירים ב-17 שפות.
com.ol1n.duolingocards.deck.body_parts,Deck Parts of the Body,Non-Consumable,Hindi,hi,शरीर के अंग,17 भाषाओं में 50 सचित्र कार्ड।
com.ol1n.duolingocards.deck.body_parts,Deck Parts of the Body,Non-Consumable,Indonesian,id,Bagian Tubuh,50 kartu bergambar dalam 17 bahasa.
com.ol1n.duolingocards.deck.body_parts,Deck Parts of the Body,Non-Consumable,Japanese,ja,体の部位,17言語・イラスト付き50枚のカード。
com.ol1n.duolingocards.deck.body_parts,Deck Parts of the Body,Non-Consumable,Korean,ko,신체 부위,17개 언어로 된 그림 카드 50장.
com.ol1n.duolingocards.deck.body_parts,Deck Parts of the Body,Non-Consumable,Vietnamese,vi,Các phần của cơ thể,50 thẻ có hình trong 17 ngôn ngữ.
com.ol1n.duolingocards.deck.body_parts,Deck Parts of the Body,Non-Consumable,Chinese (Simplified),zh-CN,身体部位,17种语言的50张图片卡片。
com.ol1n.duolingocards.deck.body_parts,Deck Parts of the Body,Non-Consumable,Greek,el,Μέρη του σώματος,50 εικονογραφημένες κάρτες σε 17 γλώσσες.
com.ol1n.duolingocards.deck.emotions,Deck Emotions,Non-Consumable,English (U.S.),en,Emotions,50 illustrated cards in 17 languages.
com.ol1n.duolingocards.deck.emotions,Deck Emotions,Non-Consumable,Czech,cs,Emoce,50 ilustrovaných karet v 17 jazycích.
com.ol1n.duolingocards.deck.emotions,Deck Emotions,Non-Consumable,German,de,Emotionen,50 illustrierte Karten in 17 Sprachen.
com.ol1n.duolingocards.deck.emotions,Deck Emotions,Non-Consumable,French,fr,Émotions,50 cartes illustrées en 17 langues.
com.ol1n.duolingocards.deck.emotions,Deck Emotions,Non-Consumable,Spanish (Mexico),es-419,Emociones básicas,50 tarjetas ilustradas en 17 idiomas.
com.ol1n.duolingocards.deck.emotions,Deck Emotions,Non-Consumable,Portuguese (Brazil),pt-BR,Emoções,50 cartões ilustrados em 17 idiomas.
com.ol1n.duolingocards.deck.emotions,Deck Emotions,Non-Consumable,Russian,ru,Эмоции,50 карточек с картинками на 17 языках.
com.ol1n.duolingocards.deck.emotions,Deck Emotions,Non-Consumable,Turkish,tr,Duygular,17 dilde 50 resimli kart.
com.ol1n.duolingocards.deck.emotions,Deck Emotions,Non-Consumable,Arabic,ar,العواطف,50 بطاقة مصورة بـ17 لغة.
com.ol1n.duolingocards.deck.emotions,Deck Emotions,Non-Consumable,Hebrew,he,הרגשות,50 כרטיסים מאוירים ב-17 שפות.
com.ol1n.duolingocards.deck.emotions,Deck Emotions,Non-Consumable,Hindi,hi,भावनाen,17 भाषाओं में 50 सचित्र कार्ड।
com.ol1n.duolingocards.deck.emotions,Deck Emotions,Non-Consumable,Indonesian,id,Emosi,50 kartu bergambar dalam 17 bahasa.
com.ol1n.duolingocards.deck.emotions,Deck Emotions,Non-Consumable,Japanese,ja,感情,17言語・イラスト付き50枚のカード。
com.ol1n.duolingocards.deck.emotions,Deck Emotions,Non-Consumable,Korean,ko,감정,17개 언어로 된 그림 카드 50장.
com.ol1n.duolingocards.deck.emotions,Deck Emotions,Non-Consumable,Vietnamese,vi,Cảm xúc,50 thẻ có hình trong 17 ngôn ngữ.
com.ol1n.duolingocards.deck.emotions,Deck Emotions,Non-Consumable,Chinese (Simplified),zh-CN,情绪,17种语言的50张图片卡片。
com.ol1n.duolingocards.deck.emotions,Deck Emotions,Non-Consumable,Greek,el,Συναισθήματα,50 εικονογραφημένες κάρτες σε 17 γλώσσες.
com.ol1n.duolingocards.deck.food_fruits,Deck Fruit,Non-Consumable,English (U.S.),en,Fruit,50 illustrated cards in 17 languages.
com.ol1n.duolingocards.deck.food_fruits,Deck Fruit,Non-Consumable,Czech,cs,Ovoce,50 ilustrovaných karet v 17 jazycích.
com.ol1n.duolingocards.deck.food_fruits,Deck Fruit,Non-Consumable,German,de,Obst,50 illustrierte Karten in 17 Sprachen.
com.ol1n.duolingocards.deck.food_fruits,Deck Fruit,Non-Consumable,French,fr,Fruits,50 cartes illustrées en 17 langues.
com.ol1n.duolingocards.deck.food_fruits,Deck Fruit,Non-Consumable,Spanish (Mexico),es-419,Frutas,50 tarjetas ilustradas en 17 idiomas.
com.ol1n.duolingocards.deck.food_fruits,Deck Fruit,Non-Consumable,Portuguese (Brazil),pt-BR,Frutas,50 cartões ilustrados em 17 idiomas.
com.ol1n.duolingocards.deck.food_fruits,Deck Fruit,Non-Consumable,Russian,ru,Фрукты,50 карточек с картинками на 17 языках.
com.ol1n.duolingocards.deck.food_fruits,Deck Fruit,Non-Consumable,Turkish,tr,Meyve,17 dilde 50 resimli kart.
com.ol1n.duolingocards.deck.food_fruits,Deck Fruit,Non-Consumable,Arabic,ar,الفاكهة,50 بطاقة مصورة بـ17 لغة.
com.ol1n.duolingocards.deck.food_fruits,Deck Fruit,Non-Consumable,Hebrew,he,פירות,50 כרטיסים מאוירים ב-17 שפות.
com.ol1n.duolingocards.deck.food_fruits,Deck Fruit,Non-Consumable,Hindi,hi,फल,17 भाषाओं में 50 सचित्र कार्ड।
com.ol1n.duolingocards.deck.food_fruits,Deck Fruit,Non-Consumable,Indonesian,id,Buah-buahan,50 kartu bergambar dalam 17 bahasa.
com.ol1n.duolingocards.deck.food_fruits,Deck Fruit,Non-Consumable,Japanese,ja,果物,17言語・イラスト付き50枚のカード。
com.ol1n.duolingocards.deck.food_fruits,Deck Fruit,Non-Consumable,Korean,ko,과일,17개 언어로 된 그림 카드 50장.
com.ol1n.duolingocards.deck.food_fruits,Deck Fruit,Non-Consumable,Vietnamese,vi,Trái cây,50 thẻ có hình trong 17 ngôn ngữ.
com.ol1n.duolingocards.deck.food_fruits,Deck Fruit,Non-Consumable,Chinese (Simplified),zh-CN,水果,17种语言的50张图片卡片。
com.ol1n.duolingocards.deck.food_fruits,Deck Fruit,Non-Consumable,Greek,el,Φρούτα,50 εικονογραφημένες κάρτες σε 17 γλώσσες.
com.ol1n.duolingocards.deck.food_vegetables,Deck Vegetables,Non-Consumable,English (U.S.),en,Vegetables,50 illustrated cards in 17 languages.
com.ol1n.duolingocards.deck.food_vegetables,Deck Vegetables,Non-Consumable,Czech,cs,Zelenina,50 ilustrovaných karet v 17 jazycích.
com.ol1n.duolingocards.deck.food_vegetables,Deck Vegetables,Non-Consumable,German,de,Gemüse,50 illustrierte Karten in 17 Sprachen.
com.ol1n.duolingocards.deck.food_vegetables,Deck Vegetables,Non-Consumable,French,fr,Légumes verts,50 cartes illustrées en 17 langues.
com.ol1n.duolingocards.deck.food_vegetables,Deck Vegetables,Non-Consumable,Spanish (Mexico),es-419,Verdura,50 tarjetas ilustradas en 17 idiomas.
com.ol1n.duolingocards.deck.food_vegetables,Deck Vegetables,Non-Consumable,Portuguese (Brazil),pt-BR,Verdura,50 cartões ilustrados em 17 idiomas.
com.ol1n.duolingocards.deck.food_vegetables,Deck Vegetables,Non-Consumable,Russian,ru,Овощи,50 карточек с картинками на 17 языках.
com.ol1n.duolingocards.deck.food_vegetables,Deck Vegetables,Non-Consumable,Turkish,tr,Sebze,17 dilde 50 resimli kart.
com.ol1n.duolingocards.deck.food_vegetables,Deck Vegetables,Non-Consumable,Arabic,ar,الخضروات,50 بطاقة مصورة بـ17 لغة.
com.ol1n.duolingocards.deck.food_vegetables,Deck Vegetables,Non-Consumable,Hebrew,he,ירקות,50 כרטיסים מאוירים ב-17 שפות.
com.ol1n.duolingocards.deck.food_vegetables,Deck Vegetables,Non-Consumable,Hindi,hi,सब्जियाँ,17 भाषाओं में 50 सचित्र कार्ड।
com.ol1n.duolingocards.deck.food_vegetables,Deck Vegetables,Non-Consumable,Indonesian,id,Sayuran,50 kartu bergambar dalam 17 bahasa.
com.ol1n.duolingocards.deck.food_vegetables,Deck Vegetables,Non-Consumable,Japanese,ja,野菜,17言語・イラスト付き50枚のカード。
com.ol1n.duolingocards.deck.food_vegetables,Deck Vegetables,Non-Consumable,Korean,ko,채소,17개 언어로 된 그림 카드 50장.
com.ol1n.duolingocards.deck.food_vegetables,Deck Vegetables,Non-Consumable,Vietnamese,vi,Rau xanh,50 thẻ có hình trong 17 ngôn ngữ.
com.ol1n.duolingocards.deck.food_vegetables,Deck Vegetables,Non-Consumable,Chinese (Simplified),zh-CN,蔬菜,17种语言的50张图片卡片。
com.ol1n.duolingocards.deck.food_vegetables,Deck Vegetables,Non-Consumable,Greek,el,Λαχανικά,50 εικονογραφημένες κάρτες σε 17 γλώσσες.
com.ol1n.duolingocards.deck.weather,Deck Weather,Non-Consumable,English (U.S.),en,Weather,50 illustrated cards in 17 languages.
com.ol1n.duolingocards.deck.weather,Deck Weather,Non-Consumable,Czech,cs,Počasí,50 ilustrovaných karet v 17 jazycích.
com.ol1n.duolingocards.deck.weather,Deck Weather,Non-Consumable,German,de,Wetter,50 illustrierte Karten in 17 Sprachen.
com.ol1n.duolingocards.deck.weather,Deck Weather,Non-Consumable,French,fr,Météo,50 cartes illustrées en 17 langues.
com.ol1n.duolingocards.deck.weather,Deck Weather,Non-Consumable,Spanish (Mexico),es-419,Clima,50 tarjetas ilustradas en 17 idiomas.
com.ol1n.duolingocards.deck.weather,Deck Weather,Non-Consumable,Portuguese (Brazil),pt-BR,Clima,50 cartões ilustrados em 17 idiomas.
com.ol1n.duolingocards.deck.weather,Deck Weather,Non-Consumable,Russian,ru,Погода,50 карточек с картинками на 17 языках.
com.ol1n.duolingocards.deck.weather,Deck Weather,Non-Consumable,Turkish,tr,Hava Durumu,17 dilde 50 resimli kart.
com.ol1n.duolingocards.deck.weather,Deck Weather,Non-Consumable,Arabic,ar,الطقس,50 بطاقة مصورة بـ17 لغة.
com.ol1n.duolingocards.deck.weather,Deck Weather,Non-Consumable,Hebrew,he,מזג האווירה,50 כרטיסים מאוירים ב-17 שפות.
com.ol1n.duolingocards.deck.weather,Deck Weather,Non-Consumable,Hindi,hi,मौसम,17 भाषाओं में 50 सचित्र कार्ड।
com.ol1n.duolingocards.deck.weather,Deck Weather,Non-Consumable,Indonesian,id,Cuaca,50 kartu bergambar dalam 17 bahasa.
com.ol1n.duolingocards.deck.weather,Deck Weather,Non-Consumable,Japanese,ja,天気,17言語・イラスト付き50枚のカード。
com.ol1n.duolingocards.deck.weather,Deck Weather,Non-Consumable,Korean,ko,날씨,17개 언어로 된 그림 카드 50장.
com.ol1n.duolingocards.deck.weather,Deck Weather,Non-Consumable,Vietnamese,vi,Thời tiết,50 thẻ có hình trong 17 ngôn ngữ.
