product_id,type,locale,lang_code,name,description
com.ol1n.duolingocards.deck.animals_birds,One-time product,ko-KR,ko,새,그림 카드 50장. 한 번 구매하면 17개 언어와 두 가지 이미지 스타일이 모두 열립니다.
com.ol1n.duolingocards.deck.animals_birds,One-time product,vi,vi,Chim chóc,50 thẻ có hình. Một lần mua mở khóa bộ thẻ này ở cả 17 ngôn ngữ và hai kiểu hình ảnh.
com.ol1n.duolingocards.deck.animals_birds,One-time product,zh-CN,zh-CN,鸟类,50 张图片卡片。一次购买即可解锁全部 17 种语言和两种图片风格。
com.ol1n.duolingocards.deck.animals_birds,One-time product,el-GR,el,Πτηνά,50 εικονογραφημένες κάρτες. Μία αγορά ξεκλειδώνει αυτή τη συλλογή σε 17 γλώσσες και δύο στυλ.
com.ol1n.duolingocards.deck.animals_farm,One-time product,en-US,en,Livestock Animals,50 illustrated cards. One purchase unlocks this deck in all 17 languages and both image styles.
com.ol1n.duolingocards.deck.animals_farm,One-time product,cs-CZ,cs,Hospodářská zvířata,50 ilustrovaných karet. Jeden nákup odemkne deck ve všech 17 jazycích a v obou stylech obrázků.
com.ol1n.duolingocards.deck.animals_farm,One-time product,de-DE,de,Nutztiere,50 illustrierte Karten. Ein Kauf schaltet dieses Deck in allen 17 Sprachen und beiden Bildstilen frei.
com.ol1n.duolingocards.deck.animals_farm,One-time product,fr-FR,fr,Animaux d'élevage,50 cartes illustrées. Un seul achat débloque ce jeu dans les 17 langues et les deux styles d'images.
com.ol1n.duolingocards.deck.animals_farm,One-time product,es-419,es-419,Animales de granja,50 tarjetas ilustradas. Una compra desbloquea este mazo en los 17 idiomas y en ambos estilos de imagen.
com.ol1n.duolingocards.deck.animals_farm,One-time product,pt-BR,pt-BR,Animais de fazenda,50 cartões ilustrados. Uma compra libera este baralho nos 17 idiomas e nos dois estilos de imagem.
com.ol1n.duolingocards.deck.animals_farm,One-time product,ru-RU,ru,Хозяйственные животные,50 карточек с картинками. Одна покупка открывает колоду на всех 17 языках и в обоих стилях.
com.ol1n.duolingocards.deck.animals_farm,One-time product,tr-TR,tr,Ekonomik Hayvanlar,50 resimli kart. Tek satın alma bu desteyi 17 dilin tamamında ve her iki görsel stilde açar.
com.ol1n.duolingocards.deck.animals_farm,One-time product,ar,ar,الحيوانات الاقتصادية,50 بطاقة مصورة. عملية شراء واحدة تفتح هذه المجموعة بجميع اللغات الـ17 وبكلا نمطي الصور.
com.ol1n.duolingocards.deck.animals_farm,One-time product,iw-IL,he,חיות תרבות אקזוטיות,50 כרטיסים מאוירים. רכישה אחת פותחת את החפיסה בכל 17 השפות ובשני סגנונות התמונה.
com.ol1n.duolingocards.deck.animals_farm,One-time product,hi-IN,hi,अर्थवृद्धि पशु,50 सचित्र कार्ड। एक खरीद इस डेक को सभी 17 भाषाओं और दोनों चित्र शैलियों में खोल देती है।
com.ol1n.duolingocards.deck.animals_farm,One-time product,id,id,Hewan Ternak,50 kartu bergambar. Satu pembelian membuka dek ini dalam 17 bahasa dan kedua gaya gambar.
com.ol1n.duolingocards.deck.animals_farm,One-time product,ja-JP,ja,家畜,イラスト付き50枚のカード。1回の購入で17言語すべてと2つの画像スタイルが使えます。
com.ol1n.duolingocards.deck.animals_farm,One-time product,ko-KR,ko,가축,그림 카드 50장. 한 번 구매하면 17개 언어와 두 가지 이미지 스타일이 모두 열립니다.
com.ol1n.duolingocards.deck.animals_farm,One-time product,vi,vi,Động vật chăn nuôi,50 thẻ có hình. Một lần mua mở khóa bộ thẻ này ở cả 17 ngôn ngữ và hai kiểu hình ảnh.
com.ol1n.duolingocards.deck.animals_farm,One-time product,zh-CN,zh-CN,经济动物,50 张图片卡片。一次购买即可解锁全部 17 种语言和两种图片风格。
com.ol1n.duolingocards.deck.animals_farm,One-time product,el-GR,el,Ζώα φάρμας,50 εικονογραφημένες κάρτες. Μία αγορά ξεκλειδώνει αυτή τη συλλογή σε 17 γλώσσες και δύο στυλ.
com.ol1n.duolingocards.deck.animals_insects,One-time product,en-US,en,Insects,50 illustrated cards. One purchase unlocks this deck in all 17 languages and both image styles.
com.ol1n.duolingocards.deck.animals_insects,One-time product,cs-CZ,cs,Hmyz,50 ilustrovaných karet. Jeden nákup odemkne deck ve všech 17 jazycích a v obou stylech obrázků.
com.ol1n.duolingocards.deck.animals_insects,One-time product,de-DE,de,Insekten,50 illustrierte Karten. Ein Kauf schaltet dieses Deck in allen 17 Sprachen und beiden Bildstilen frei.
com.ol1n.duolingocards.deck.animals_insects,One-time product,fr-FR,fr,Insectes,50 cartes illustrées. Un seul achat débloque ce jeu dans les 17 langues et les deux styles d'images.
com.ol1n.duolingocards.deck.animals_insects,One-time product,es-419,es-419,Insectos,50 tarjetas ilustradas. Una compra desbloquea este mazo en los 17 idiomas y en ambos estilos de imagen.
com.ol1n.duolingocards.deck.animals_insects,One-time product,pt-BR,pt-BR,Insetos,50 cartões ilustrados. Uma compra libera este baralho nos 17 idiomas e nos dois estilos de imagem.
com.ol1n.duolingocards.deck.animals_insects,One-time product,ru-RU,ru,Насекомые,50 карточек с картинками. Одна покупка открывает колоду на всех 17 языках и в обоих стилях.
com.ol1n.duolingocards.deck.animals_insects,One-time product,tr-TR,tr,Böcekler,50 resimli kart. Tek satın alma bu desteyi 17 dilin tamamında ve her iki görsel stilde açar.
com.ol1n.duolingocards.deck.animals_insects,One-time product,ar,ar,الحشرات,50 بطاقة مصورة. عملية شراء واحدة تفتح هذه المجموعة بجميع اللغات الـ17 وبكلا نمطي الصور.
com.ol1n.duolingocards.deck.animals_insects,One-time product,iw-IL,he,חרקים,50 כרטיסים מאוירים. רכישה אחת פותחת את החפיסה בכל 17 השפות ובשני סגנונות התמונה.
com.ol1n.duolingocards.deck.animals_insects,One-time product,hi-IN,hi,कीट,50 सचित्र कार्ड। एक खरीद इस डेक को सभी 17 भाषाओं और दोनों चित्र शैलियों में खोल देती है।
com.ol1n.duolingocards.deck.animals_insects,One-time product,id,id,Serangga,50 kartu bergambar. Satu pembelian membuka dek ini dalam 17 bahasa dan kedua gaya gambar.
com.ol1n.duolingocards.deck.animals_insects,One-time product,ja-JP,ja,昆虫,イラスト付き50枚のカード。1回の購入で17言語すべてと2つの画像スタイルが使えます。
com.ol1n.duolingocards.deck.animals_insects,One-time product,ko-KR,ko,곤충,그림 카드 50장. 한 번 구매하면 17개 언어와 두 가지 이미지 스타일이 모두 열립니다.
com.ol1n.duolingocards.deck.animals_insects,One-time product,vi,vi,Côn trùng,50 thẻ có hình. Một lần mua mở khóa bộ thẻ này ở cả 17 ngôn ngữ và hai kiểu hình ảnh.
com.ol1n.duolingocards.deck.animals_insects,One-time product,zh-CN,zh-CN,昆虫,50 张图片卡片。一次购买即可解锁全部 17 种语言和两种图片风格。
com.ol1n.duolingocards.deck.animals_insects,One-time product,el-GR,el,Έντομα,50 εικονογραφημένες κάρτες. Μία αγορά ξεκλειδώνει αυτή τη συλλογή σε 17 γλώσσες και δύο στυλ.
com.ol1n.duolingocards.deck.animals_reptiles,One-time product,en-US,en,Reptiles and Amphibians,50 illustrated cards. One purchase unlocks this deck in all 17 languages and both image styles.
com.ol1n.duolingocards.deck.animals_reptiles,One-time product,cs-CZ,cs,Plazi a obojživelníci,50 ilustrovaných karet. Jeden nákup odemkne deck ve všech 17 jazycích a v obou stylech obrázků.
com.ol1n.duolingocards.deck.animals_reptiles,One-time product,de-DE,de,Reptilien und Amphibien,50 illustrierte Karten. Ein Kauf schaltet dieses Deck in allen 17 Sprachen und beiden Bildstilen frei.
com.ol1n.duolingocards.deck.animals_reptiles,One-time product,fr-FR,fr,Reptiles et amphibiens,50 cartes illustrées. Un seul achat débloque ce jeu dans les 17 langues et les deux styles d'images.
com.ol1n.duolingocards.deck.animals_reptiles,One-time product,es-419,es-419,Reptiles y anfibios,50 tarjetas ilustradas. Una compra desbloquea este mazo en los 17 idiomas y en ambos estilos de imagen.
com.ol1n.duolingocards.deck.animals_reptiles,One-time product,pt-BR,pt-BR,Répteis e anfíbios,50 cartões ilustrados. Uma compra libera este baralho nos 17 idiomas e nos dois estilos de imagem.
com.ol1n.duolingocards.deck.animals_reptiles,One-time product,ru-RU,ru,Рептилии и амфибии,50 карточек с картинками. Одна покупка открывает колоду на всех 17 языках и в обоих стилях.
com.ol1n.duolingocards.deck.animals_reptiles,One-time product,tr-TR,tr,Sürüngenler ve amfibiler,50 resimli kart. Tek satın alma bu desteyi 17 dilin tamamında ve her iki görsel stilde açar.
com.ol1n.duolingocards.deck.animals_reptiles,One-time product,ar,ar,الزواحف والبرمائيات,50 بطاقة مصورة. عملية شراء واحدة تفتح هذه المجموعة بجميع اللغات الـ17 وبكلا نمطي الصور.
com.ol1n.duolingocards.deck.animals_reptiles,One-time product,iw-IL,he,זוחלים ודו-חיים,50 כרטיסים מאוירים. רכישה אחת פותחת את החפיסה בכל 17 השפות ובשני סגנונות התמונה.
com.ol1n.duolingocards.deck.animals_reptiles,One-time product,hi-IN,hi,सरीसृप और उभयचर,50 सचित्र कार्ड। एक खरीद इस डेक को सभी 17 भाषाओं और दोनों चित्र शैलियों में खोल देती है।
com.ol1n.duolingocards.deck.animals_reptiles,One-time product,id,id,Reptil dan amfibi,50 kartu bergambar. Satu pembelian membuka dek ini dalam 17 bahasa dan kedua gaya gambar.
com.ol1n.duolingocards.deck.animals_reptiles,One-time product,ja-JP,ja,爬虫類と両生類,イラスト付き50枚のカード。1回の購入で17言語すべてと2つの画像スタイルが使えます。
com.ol1n.duolingocards.deck.animals_reptiles,One-time product,ko-KR,ko,파충류와 양서류,그림 카드 50장. 한 번 구매하면 17개 언어와 두 가지 이미지 스타일이 모두 열립니다.
com.ol1n.duolingocards.deck.animals_reptiles,One-time product,vi,vi,Bò sát và lưỡng cư,50 thẻ có hình. Một lần mua mở khóa bộ thẻ này ở cả 17 ngôn ngữ và hai kiểu hình ảnh.
com.ol1n.duolingocards.deck.animals_reptiles,One-time product,zh-CN,zh-CN,爬行动物和两栖动物,50 张图片卡片。一次购买即可解锁全部 17 种语言和两种图片风格。
com.ol1n.duolingocards.deck.animals_reptiles,One-time product,el-GR,el,Ερπετά και αμφίβια,50 εικονογραφημένες κάρτες. Μία αγορά ξεκλειδώνει αυτή τη συλλογή σε 17 γλώσσες και δύο στυλ.
com.ol1n.duolingocards.deck.animals_sea,One-time product,en-US,en,Marine Animals,50 illustrated cards. One purchase unlocks this deck in all 17 languages and both image styles.
com.ol1n.duolingocards.deck.animals_sea,One-time product,cs-CZ,cs,Mořská zvířata,50 ilustrovaných karet. Jeden nákup odemkne deck ve všech 17 jazycích a v obou stylech obrázků.
com.ol1n.duolingocards.deck.animals_sea,One-time product,de-DE,de,Meeresgetier,50 illustrierte Karten. Ein Kauf schaltet dieses Deck in allen 17 Sprachen und beiden Bildstilen frei.
com.ol1n.duolingocards.deck.animals_sea,One-time product,fr-FR,fr,Animaux marins,50 cartes illustrées. Un seul achat débloque ce jeu dans les 17 langues et les deux styles d'images.
com.ol1n.duolingocards.deck.animals_sea,One-time product,es-419,es-419,Animales marinos,50 tarjetas ilustradas. Una compra desbloquea este mazo en los 17 idiomas y en ambos estilos de imagen.
com.ol1n.duolingocards.deck.animals_sea,One-time product,pt-BR,pt-BR,Animais Marinhos,50 cartões ilustrados. Uma compra libera este baralho nos 17 idiomas e nos dois estilos de imagem.
com.ol1n.duolingocards.deck.animals_sea,One-time product,ru-RU,ru,Морские животные,50 карточек с картинками. Одна покупка открывает колоду на всех 17 языках и в обоих стилях.
com.ol1n.duolingocards.deck.animals_sea,One-time product,tr-TR,tr,Deniz Hayvanları,50 resimli kart. Tek satın alma bu desteyi 17 dilin tamamında ve her iki görsel stilde açar.
com.ol1n.duolingocards.deck.animals_sea,One-time product,ar,ar,الحيوانات البحرية,50 بطاقة مصورة. عملية شراء واحدة تفتح هذه المجموعة بجميع اللغات الـ17 وبكلا نمطي الصور.
com.ol1n.duolingocards.deck.animals_sea,One-time product,iw-IL,he,สัตว์ในทะเล,50 כרטיסים מאוירים. רכישה אחת פותחת את החפיסה בכל 17 השפות ובשני סגנונות התמונה.
com.ol1n.duolingocards.deck.animals_sea,One-time product,hi-IN,hi,समुद्री जानवर,50 सचित्र कार्ड। एक खरीद इस डेक को सभी 17 भाषाओं और दोनों चित्र शैलियों में खोल देती है।
com.ol1n.duolingocards.deck.animals_sea,One-time product,id,id,Hewan Laut,50 kartu bergambar. Satu pembelian membuka dek ini dalam 17 bahasa dan kedua gaya gambar.
com.ol1n.duolingocards.deck.animals_sea,One-time product,ja-JP,ja,海洋動物,イラスト付き50枚のカード。1回の購入で17言語すべてと2つの画像スタイルが使えます。
com.ol1n.duolingocards.deck.animals_sea,One-time product,ko-KR,ko,해양 동물,그림 카드 50장. 한 번 구매하면 17개 언어와 두 가지 이미지 스타일이 모두 열립니다.
com.ol1n.duolingocards.deck.animals_sea,One-time product,vi,vi,Động vật biển,50 thẻ có hình. Một lần mua mở khóa bộ thẻ này ở cả 17 ngôn ngữ và hai kiểu hình ảnh.
com.ol1n.duolingocards.deck.animals_sea,One-time product,zh-CN,zh-CN,海洋动物,50 张图片卡片。一次购买即可解锁全部 17 种语言和两种图片风格。
com.ol1n.duolingocards.deck.animals_sea,One-time product,el-GR,el,Θαλάσσια ζώα,50 εικονογραφημένες κάρτες. Μία αγορά ξεκλειδώνει αυτή τη συλλογή σε 17 γλώσσες και δύο στυλ.
com.ol1n.duolingocards.deck.animals_wild,One-time product,en-US,en,Wild animals,50 illustrated cards. One purchase unlocks this deck in all 17 languages and both image styles.
com.ol1n.duolingocards.deck.animals_wild,One-time product,cs-CZ,cs,Divoká zvířata,50 ilustrovaných karet. Jeden nákup odemkne deck ve všech 17 jazycích a v obou stylech obrázků.
com.ol1n.duolingocards.deck.animals_wild,One-time product,de-DE,de,Wildtiere,50 illustrierte Karten. Ein Kauf schaltet dieses Deck in allen 17 Sprachen und beiden Bildstilen frei.
com.ol1n.duolingocards.deck.animals_wild,One-time product,fr-FR,fr,Animaux sauvages,50 cartes illustrées. Un seul achat débloque ce jeu dans les 17 langues et les deux styles d'images.
com.ol1n.duolingocards.deck.animals_wild,One-time product,es-419,es-419,Animales salvajes,50 tarjetas ilustradas. Una compra desbloquea este mazo en los 17 idiomas y en ambos estilos de imagen.
com.ol1n.duolingocards.deck.animals_wild,One-time product,pt-BR,pt-BR,Animais Selvagens,50 cartões ilustrados. Uma compra libera este baralho nos 17 idiomas e nos dois estilos de imagem.
com.ol1n.duolingocards.deck.animals_wild,One-time product,ru-RU,ru,Дикие животные,50 карточек с картинками. Одна покупка открывает колоду на всех 17 языках и в обоих стилях.
com.ol1n.duolingocards.deck.animals_wild,One-time product,tr-TR,tr,Yaban Hayvanları,50 resimli kart. Tek satın alma bu desteyi 17 dilin tamamında ve her iki görsel stilde açar.
com.ol1n.duolingocards.deck.animals_wild,One-time product,ar,ar,الحيوانات البرية,50 بطاقة مصورة. عملية شراء واحدة تفتح هذه المجموعة بجميع اللغات الـ17 وبكلا نمطي الصور.
com.ol1n.duolingocards.deck.animals_wild,One-time product,iw-IL,he,חיות יער מזדחלות,50 כרטיסים מאוירים. רכישה אחת פותחת את החפיסה בכל 17 השפות ובשני סגנונות התמונה.
com.ol1n.duolingocards.deck.animals_wild,One-time product,hi-IN,hi,विलग जानवर,50 सचित्र कार्ड। एक खरीद इस डेक को सभी 17 भाषाओं और दोनों चित्र शैलियों में खोल देती है।
com.ol1n.duolingocards.deck.animals_wild,One-time product,id,id,Hewan Liar,50 kartu bergambar. Satu pembelian membuka dek ini dalam 17 bahasa dan kedua gaya gambar.
com.ol1n.duolingocards.deck.animals_wild,One-time product,ja-JP,ja,野生動物,イラスト付き50枚のカード。1回の購入で17言語すべてと2つの画像スタイルが使えます。
com.ol1n.duolingocards.deck.animals_wild,One-time product,ko-KR,ko,야생 동물,그림 카드 50장. 한 번 구매하면 17개 언어와 두 가지 이미지 스타일이 모두 열립니다.
com.ol1n.duolingocards.deck.animals_wild,One-time product,vi,vi,Động vật hoang dã,50 thẻ có hình. Một lần mua mở khóa bộ thẻ này ở cả 17 ngôn ngữ và hai kiểu hình ảnh.
com.ol1n.duolingocards.deck.animals_wild,One-time product,zh-CN,zh-CN,野生动物,50 张图片卡片。一次购买即可解锁全部 17 种语言和两种图片风格。
com.ol1n.duolingocards.deck.animals_wild,One-time product,el-GR,el,Άγρια ζώα,50 εικονογραφημένες κάρτες. Μία αγορά ξεκλειδώνει αυτή τη συλλογή σε 17 γλώσσες και δύο στυλ.
com.ol1n.duolingocards.deck.body_parts,One-time product,en-US,en,Parts of the Body,50 illustrated cards. One purchase unlocks this deck in all 17 languages and both image styles.
com.ol1n.duolingocards.deck.body_parts,One-time product,cs-CZ,cs,Části těla,50 ilustrovaných karet. Jeden nákup odemkne deck ve všech 17 jazycích a v obou stylech obrázků.
com.ol1n.duolingocards.deck.body_parts,One-time product,de-DE,de,Körperstellen,50 illustrierte Karten. Ein Kauf schaltet dieses Deck in allen 17 Sprachen und beiden Bildstilen frei.
com.ol1n.duolingocards.deck.body_parts,One-time product,fr-FR,fr,Parties du corps,50 cartes illustrées. Un seul achat débloque ce jeu dans les 17 langues et les deux styles d'images.
com.ol1n.duolingocards.deck.body_parts,One-time product,es-419,es-419,Partes del cuerpo,50 tarjetas ilustradas. Una compra desbloquea este mazo en los 17 idiomas y en ambos estilos de imagen.
com.ol1n.duolingocards.deck.body_parts,One-time product,pt-BR,pt-BR,Partes do corpo,50 cartões ilustrados. Uma compra libera este baralho nos 17 idiomas e nos dois estilos de imagem.
com.ol1n.duolingocards.deck.body_parts,One-time product,ru-RU,ru,Части тела,50 карточек с картинками. Одна покупка открывает колоду на всех 17 языках и в обоих стилях.
com.ol1n.duolingocards.deck.body_parts,One-time product,tr-TR,tr,Vücut Bölümleri,50 resimli kart. Tek satın alma bu desteyi 17 dilin tamamında ve her iki görsel stilde açar.
com.ol1n.duolingocards.deck.body_parts,One-time product,ar,ar,أجزاء الجسد,50 بطاقة مصورة. عملية شراء واحدة تفتح هذه المجموعة بجميع اللغات الـ17 وبكلا نمطي الصور.
com.ol1n.duolingocards.deck.body_parts,One-time product,iw-IL,he,חלקים בגוף האדם,50 כרטיסים מאוירים. רכישה אחת פותחת את החפיסה בכל 17 השפות ובשני סגנונות התמונה.
com.ol1n.duolingocards.deck.body_parts,One-time product,hi-IN,hi,शरीर के अंग,50 सचित्र कार्ड। एक खरीद इस डेक को सभी 17 भाषाओं और दोनों चित्र शैलियों में खोल देती है।
com.ol1n.duolingocards.deck.body_parts,One-time product,id,id,Bagian Tubuh,50 kartu bergambar. Satu pembelian membuka dek ini dalam 17 bahasa dan kedua gaya gambar.
com.ol1n.duolingocards.deck.body_parts,One-time product,ja-JP,ja,体の部位,イラスト付き50枚のカード。1回の購入で17言語すべてと2つの画像スタイルが使えます。
com.ol1n.duolingocards.deck.body_parts,One-time product,ko-KR,ko,신체 부위,그림 카드 50장. 한 번 구매하면 17개 언어와 두 가지 이미지 스타일이 모두 열립니다.
com.ol1n.duolingocards.deck.body_parts,One-time product,vi,vi,Các phần của cơ thể,50 thẻ có hình. Một lần mua mở khóa bộ thẻ này ở cả 17 ngôn ngữ và hai kiểu hình ảnh.
com.ol1n.duolingocards.deck.body_parts,One-time product,zh-CN,zh-CN,身体部位,50 张图片卡片。一次购买即可解锁全部 17 种语言和两种图片风格。
com.ol1n.duolingocards.deck.body_parts,One-time product,el-GR,el,Μέρη του σώματος,50 εικονογραφημένες κάρτες. Μία αγορά ξεκλειδώνει αυτή τη συλλογή σε 17 γλώσσες και δύο στυλ.
com.ol1n.duolingocards.deck.emotions,One-time product,en-US,en,Emotions,50 illustrated cards. One purchase unlocks this deck in all 17 languages and both image styles.
com.ol1n.duolingocards.deck.emotions,One-time product,cs-CZ,cs,Emoce,50 ilustrovaných karet. Jeden nákup odemkne deck ve všech 17 jazycích a v obou stylech obrázků.
com.ol1n.duolingocards.deck.emotions,One-time product,de-DE,de,Emotionen,50 illustrierte Karten. Ein Kauf schaltet dieses Deck in allen 17 Sprachen und beiden Bildstilen frei.
com.ol1n.duolingocards.deck.emotions,One-time product,fr-FR,fr,Émotions,50 cartes illustrées. Un seul achat débloque ce jeu dans les 17 langues et les deux styles d'images.
com.ol1n.duolingocards.deck.emotions,One-time product,es-419,es-419,Emociones básicas,50 tarjetas ilustradas. Una compra desbloquea este mazo en los 17 idiomas y en ambos estilos de imagen.
com.ol1n.duolingocards.deck.emotions,One-time product,pt-BR,pt-BR,Emoções,50 cartões ilustrados. Uma compra libera este baralho nos 17 idiomas e nos dois estilos de imagem.
com.ol1n.duolingocards.deck.emotions,One-time product,ru-RU,ru,Эмоции,50 карточек с картинками. Одна покупка открывает колоду на всех 17 языках и в обоих стилях.
com.ol1n.duolingocards.deck.emotions,One-time product,tr-TR,tr,Duygular,50 resimli kart. Tek satın alma bu desteyi 17 dilin tamamında ve her iki görsel stilde açar.
com.ol1n.duolingocards.deck.emotions,One-time product,ar,ar,العواطف,50 بطاقة مصورة. عملية شراء واحدة تفتح هذه المجموعة بجميع اللغات الـ17 وبكلا نمطي الصور.
com.ol1n.duolingocards.deck.emotions,One-time product,iw-IL,he,הרגשות,50 כרטיסים מאוירים. רכישה אחת פותחת את החפיסה בכל 17 השפות ובשני סגנונות התמונה.
com.ol1n.duolingocards.deck.emotions,One-time product,hi-IN,hi,भावनाen,50 सचित्र कार्ड। एक खरीद इस डेक को सभी 17 भाषाओं और दोनों चित्र शैलियों में खोल देती है।
com.ol1n.duolingocards.deck.emotions,One-time product,id,id,Emosi,50 kartu bergambar. Satu pembelian membuka dek ini dalam 17 bahasa dan kedua gaya gambar.
com.ol1n.duolingocards.deck.emotions,One-time product,ja-JP,ja,感情,イラスト付き50枚のカード。1回の購入で17言語すべてと2つの画像スタイルが使えます。
com.ol1n.duolingocards.deck.emotions,One-time product,ko-KR,ko,감정,그림 카드 50장. 한 번 구매하면 17개 언어와 두 가지 이미지 스타일이 모두 열립니다.
com.ol1n.duolingocards.deck.emotions,One-time product,vi,vi,Cảm xúc,50 thẻ có hình. Một lần mua mở khóa bộ thẻ này ở cả 17 ngôn ngữ và hai kiểu hình ảnh.
com.ol1n.duolingocards.deck.emotions,One-time product,zh-CN,zh-CN,情绪,50 张图片卡片。一次购买即可解锁全部 17 种语言和两种图片风格。
com.ol1n.duolingocards.deck.emotions,One-time product,el-GR,el,Συναισθήματα,50 εικονογραφημένες κάρτες. Μία αγορά ξεκλειδώνει αυτή τη συλλογή σε 17 γλώσσες και δύο στυλ.
com.ol1n.duolingocards.deck.food_fruits,One-time product,en-US,en,Fruit,50 illustrated cards. One purchase unlocks this deck in all 17 languages and both image styles.
com.ol1n.duolingocards.deck.food_fruits,One-time product,cs-CZ,cs,Ovoce,50 ilustrovaných karet. Jeden nákup odemkne deck ve všech 17 jazycích a v obou stylech obrázků.
com.ol1n.duolingocards.deck.food_fruits,One-time product,de-DE,de,Obst,50 illustrierte Karten. Ein Kauf schaltet dieses Deck in allen 17 Sprachen und beiden Bildstilen frei.
com.ol1n.duolingocards.deck.food_fruits,One-time product,fr-FR,fr,Fruits,50 cartes illustrées. Un seul achat débloque ce jeu dans les 17 langues et les deux styles d'images.
com.ol1n.duolingocards.deck.food_fruits,One-time product,es-419,es-419,Frutas,50 tarjetas ilustradas. Una compra desbloquea este mazo en los 17 idiomas y en ambos estilos de imagen.
com.ol1n.duolingocards.deck.food_fruits,One-time product,pt-BR,pt-BR,Frutas,50 cartões ilustrados. Uma compra libera este baralho nos 17 idiomas e nos dois estilos de imagem.
com.ol1n.duolingocards.deck.food_fruits,One-time product,ru-RU,ru,Фрукты,50 карточек с картинками. Одна покупка открывает колоду на всех 17 языках и в обоих стилях.
com.ol1n.duolingocards.deck.food_fruits,One-time product,tr-TR,tr,Meyve,50 resimli kart. Tek satın alma bu desteyi 17 dilin tamamında ve her iki görsel stilde açar.
com.ol1n.duolingocards.deck.food_fruits,One-time product,ar,ar,الفاكهة,50 بطاقة مصورة. عملية شراء واحدة تفتح هذه المجموعة بجميع اللغات الـ17 وبكلا نمطي الصور.
com.ol1n.duolingocards.deck.food_fruits,One-time product,iw-IL,he,פירות,50 כרטיסים מאוירים. רכישה אחת פותחת את החפיסה בכל 17 השפות ובשני סגנונות התמונה.
com.ol1n.duolingocards.deck.food_fruits,One-time product,hi-IN,hi,फल,50 सचित्र कार्ड। एक खरीद इस डेक को सभी 17 भाषाओं और दोनों चित्र शैलियों में खोल देती है।
com.ol1n.duolingocards.deck.food_fruits,One-time product,id,id,Buah-buahan,50 kartu bergambar. Satu pembelian membuka dek ini dalam 17 bahasa dan kedua gaya gambar.
com.ol1n.duolingocards.deck.food_fruits,One-time product,ja-JP,ja,果物,イラスト付き50枚のカード。1回の購入で17言語すべてと2つの画像スタイルが使えます。
com.ol1n.duolingocards.deck.food_fruits,One-time product,ko-KR,ko,과일,그림 카드 50장. 한 번 구매하면 17개 언어와 두 가지 이미지 스타일이 모두 열립니다.
com.ol1n.duolingocards.deck.food_fruits,One-time product,vi,vi,Trái cây,50 thẻ có hình. Một lần mua mở khóa bộ thẻ này ở cả 17 ngôn ngữ và hai kiểu hình ảnh.
com.ol1n.duolingocards.deck.food_fruits,One-time product,zh-CN,zh-CN,水果,50 张图片卡片。一次购买即可解锁全部 17 种语言和两种图片风格。
